0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.0,0.006756573413290645,0.012923933310333336,0.01853696733353749,0.02363056312531253,0.02823960832806789,0.03239899058421296,0.03614359753615716,0.03950831682630993,0.04252803609708068,0.04523764299087881,0.04767202515011376,0.049866070217194955,0.051854665834531785,0.05367269964453369
0.006756573413290645,0.012923933310333336,0.01853696733353749,0.02363056312531253,0.02823960832806789,0.03239899058421296,0.03614359753615716,0.03950831682630993,0.04252803609708068,0.04523764299087881,0.04767202515011376,0.049866070217194955,0.051854665834531785,0.05367269964453369,0.055355059289610056
0.012923933310333336,0.01853696733353749,0.02363056312531253,0.02823960832806789,0.03239899058421296,0.03614359753615716,0.03950831682630993,0.04252803609708068,0.04523764299087881,0.04767202515011376,0.049866070217194955,0.051854665834531785,0.05367269964453369,0.055355059289610056,0.056936632412170354
0.01853696733353749,0.02363056312531253,0.02823960832806789,0.03239899058421296,0.03614359753615716,0.03950831682630993,0.04252803609708068,0.04523764299087881,0.04767202515011376,0.049866070217194955,0.051854665834531785,0.05367269964453369,0.055355059289610056,0.056936632412170354,0.058452306654623976
0.02363056312531253,0.02823960832806789,0.03239899058421296,0.03614359753615716,0.03950831682630993,0.04252803609708068,0.04523764299087881,0.04767202515011376,0.049866070217194955,0.051854665834531785,0.05367269964453369,0.055355059289610056,0.056936632412170354,0.058452306654623976,0.05993696965938032
0.02823960832806789,0.03239899058421296,0.03614359753615716,0.03950831682630993,0.04252803609708068,0.04523764299087881,0.04767202515011376,0.049866070217194955,0.051854665834531785,0.05367269964453369,0.055355059289610056,0.056936632412170354,0.058452306654623976,0.05993696965938032,0.061425509068848805
0.03239899058421296,0.03614359753615716,0.03950831682630993,0.04252803609708068,0.04523764299087881,0.04767202515011376,0.049866070217194955,0.051854665834531785,0.05367269964453369,0.055355059289610056,0.056936632412170354,0.058452306654623976,0.05993696965938032,0.061425509068848805,0.0629528125254389
0.03614359753615716,0.03950831682630993,0.04252803609708068,0.04523764299087881,0.04767202515011376,0.049866070217194955,0.051854665834531785,0.05367269964453369,0.055355059289610056,0.056936632412170354,0.058452306654623976,0.05993696965938032,0.061425509068848805,0.0629528125254389,0.06455376767155997
0.03950831682630993,0.04252803609708068,0.04523764299087881,0.04767202515011376,0.049866070217194955,0.051854665834531785,0.05367269964453369,0.055355059289610056,0.056936632412170354,0.058452306654623976,0.05993696965938032,0.061425509068848805,0.0629528125254389,0.06455376767155997,0.06626326214962144
0.04252803609708068,0.04523764299087881,0.04767202515011376,0.049866070217194955,0.051854665834531785,0.05367269964453369,0.055355059289610056,0.056936632412170354,0.058452306654623976,0.05993696965938032,0.061425509068848805,0.0629528125254389,0.06455376767155997,0.06626326214962144,0.06811618360203278
0.04523764299087881,0.04767202515011376,0.049866070217194955,0.051854665834531785,0.05367269964453369,0.055355059289610056,0.056936632412170354,0.058452306654623976,0.05993696965938032,0.061425509068848805,0.0629528125254389,0.06455376767155997,0.06626326214962144,0.06811618360203278,0.07014741967120336
0.04767202515011376,0.049866070217194955,0.051854665834531785,0.05367269964453369,0.055355059289610056,0.056936632412170354,0.058452306654623976,0.05993696965938032,0.061425509068848805,0.0629528125254389,0.06455376767155997,0.06626326214962144,0.06811618360203278,0.07014741967120336,0.07239185799954258
0.049866070217194955,0.051854665834531785,0.05367269964453369,0.055355059289610056,0.056936632412170354,0.058452306654623976,0.05993696965938032,0.061425509068848805,0.0629528125254389,0.06455376767155997,0.06626326214962144,0.06811618360203278,0.07014741967120336,0.07239185799954258,0.07488438622945989
0.051854665834531785,0.05367269964453369,0.055355059289610056,0.056936632412170354,0.058452306654623976,0.05993696965938032,0.061425509068848805,0.0629528125254389,0.06455376767155997,0.06626326214962144,0.06811618360203278,0.07014741967120336,0.07239185799954258,0.07488438622945989,0.07765989200336472
0.05367269964453369,0.055355059289610056,0.056936632412170354,0.058452306654623976,0.05993696965938032,0.061425509068848805,0.0629528125254389,0.06455376767155997,0.06626326214962144,0.06811618360203278,0.07014741967120336,0.07239185799954258,0.07488438622945989,0.07765989200336472,0.08075326296366647
0.055355059289610056,0.056936632412170354,0.058452306654623976,0.05993696965938032,0.061425509068848805,0.0629528125254389,0.06455376767155997,0.06626326214962144,0.06811618360203278,0.07014741967120336,0.07239185799954258,0.07488438622945989,0.07765989200336472,0.08075326296366647,0.08419938675277454
